N,inf.F.all,inf.MT.all,inf.S.all,inf.T.all,tot.F.all,tot.MT.all,tot.S.all,tot.T.all,prev.F.all,prev.MT.all,prev.S.all,prev.T.all
5,13,9,12,287,91,5,84,999,0.30317460317460315,0.95,0.5796575181796857,0.40894910553780606
5,46,4,31,194,75,10,96,974,0.625,0.3181818181818182,0.36149253731343284,0.4437110203197301
5,6,0,36,641,4,102,75,632,0.5640350877192982,0.41428571428571426,0.43082335964688906,0.513244193845242
5,6,1,5,420,23,182,153,1182,0.35789473684210527,0.4,0.4700374531835206,0.6295381554294077
5,5,0,15,634,179,18,317,498,0.65,0.4,0.9073684210526316,0.6615688344143937
5,16,6,42,38,228,27,58,645,0.44469565217391305,0.5607142857142857,0.33162439895590057,0.47020046217655964
5,13,23,35,530,24,39,37,929,0.3666666666666667,0.3464285714285714,0.3939932248202925,0.3201303708588706
5,1,3,39,252,46,2,287,1140,0.26748538011695905,0.28,0.36276456876456875,0.30772049940784835
5,9,5,90,36,46,35,195,746,0.41,0.4711484593837535,0.40929792033620715,0.5571609272100306
5,3,11,16,429,27,13,117,1575,0.42435406698564593,0.567711962833914,0.5339160839160839,0.29535574207398635
5,66,22,3,109,127,1,79,1502,0.7454545454545455,0.336,0.6920289855072463,0.40394431953545773
5,2,3,33,374,15,16,100,1283,0.6,0.8040816326530612,0.5193186930029036,0.27743150274093353
5,23,0,22,66,25,18,36,728,0.032131147540983604,0.03809523809523809,0.3053030303030303,0.4170310237410487
5,20,5,0,352,16,4,75,1230,0.48333333333333334,0.43613472858077174,0.39003508771929823,0.33014992847925245
5,0,2,30,399,8,7,49,893,0.14189657771747324,0.805464480874317,0.3488609583660644,0.619671632303434
5,2,16,35,238,69,6,94,467,0.2315151515151515,0.20431654676258992,0.6161814281336194,0.26318269870182437
5,3,13,106,166,5,40,140,681,0.6666666666666666,0.55,0.49189056557477606,0.1867070086557837
5,3,3,15,159,89,48,299,1134,0.8818181818181818,0.3,0.6073684210526316,0.4182170542635659
5,19,13,89,589,15,17,52,1228,0.4041818181818182,0.3380952380952381,0.5516798418972332,0.33422279813772665
5,0,0,31,555,114,7,286,877,0.4,0.34444444444444444,0.4674634794156706,0.2436528530935474
5,1,10,52,241,9,173,529,656,0.3014141414141414,0.4011834319526627,0.4201169590643275,0.3442788201834878
5,2,1,34,515,35,3,57,393,0.4473389355742297,0.5666666666666667,0.732984126984127,0.47680080405160163
5,12,2,36,429,342,36,267,612,0.3308978328173375,0.6466666666666667,0.5869243697478992,0.21366373410088124
5,10,2,14,512,20,40,296,595,0.5040816326530613,0.6857142857142857,0.37575757575757573,0.40610506547264347
5,7,8,69,93,11,25,22,654,0.5549019607843138,0.28979591836734697,0.8670498084291188,0.44963999976311875
5,10,10,80,79,54,2,139,1089,0.5190476190476191,0.5181818181818182,0.25770426065162905,0.24241225573894898
5,0,12,93,198,32,24,100,632,0.8424242424242424,0.35,0.5254603853222015,0.48982221069285903
5,35,1,77,798,130,9,230,743,0.44,0.40431654676258993,0.46251716247139585,0.29756582649455476
5,8,19,32,328,19,6,157,492,0.5693333333333334,0.08384536610343062,0.2595431098010317,0.5726372352921002
5,7,5,32,325,50,13,78,585,0.27314838821190907,0.5333333333333333,0.4221662010341894,0.4525586898753086
5,1,6,2,304,189,233,53,834,0.6718181818181818,0.4,0.39936507936507937,0.6748575506890725
5,18,18,56,390,318,154,41,600,0.3797235023041475,0.4,0.7931818181818182,0.3576526652661712
5,14,13,24,155,56,7,27,608,0.45666666666666667,0.30526315789473685,0.45714285714285713,0.47276028773991
5,2,2,27,180,219,4,166,899,0.7052631578947368,0.34,0.5333707865168539,0.38079142625259504
5,13,2,73,410,20,26,109,949,0.384180790960452,0.45714285714285713,0.7240196078431372,0.4852412464459389
5,66,3,29,371,12,12,81,664,0.2,0.3,0.4021818181818182,0.45793124742692465
5,3,10,28,668,149,28,337,841,0.49393939393939396,0.43333333333333335,0.31666666666666665,0.32428380030918275
5,7,3,19,89,187,9,368,848,0.8217391304347826,0.524235294117647,0.6541609195402299,0.43302107728337236
5,1,4,5,206,29,13,41,593,0.42666666666666664,0.4,0.5778140018549226,0.4172502034348366
5,6,0,11,393,174,10,367,1122,0.518095238095238,0.7166666666666667,0.358695652173913,0.5645482177397071
5,1,7,22,110,22,37,12,900,0.4,0.33714285714285713,0.39,0.3761467889908257
5,3,21,57,204,36,2,36,864,0.39999999999999997,0.42333333333333334,0.5130434782608696,0.3736290983827305
5,17,15,29,257,37,46,30,540,0.32432748538011696,0.336,0.20816326530612245,0.6091480452435624
5,10,10,2,136,314,183,56,1715,0.7714285714285715,0.6348484848484849,0.3241377002475203,0.4872775489706567
5,26,19,17,304,285,5,37,1063,0.7722222222222223,0.22666666666666666,0.4648825453464169,0.2263554567275833
5,19,22,27,110,144,14,135,622,0.3333333333333333,0.3735294117647059,0.5644615384615385,0.524742922913264
5,12,3,28,186,19,15,58,786,0.32666666666666666,0.25047619047619046,0.5501461988304094,0.2440564348289047
5,3,1,21,105,34,1,66,1069,0.3647978142076503,0.4380952380952381,0.3917614269788183,0.39086375026416686
5,6,9,20,159,24,19,55,653,0.22666666666666666,0.7333333333333333,0.6185857620640229,0.42528699145611215
5,5,10,27,687,100,26,49,1016,0.5007474747474747,0.336,0.5694223934633141,0.5579210677789987
5,5,13,24,433,3,21,227,926,0.5861347285807718,0.3735294117647059,0.4303030303030303,0.3237704902598987
5,7,1,36,354,24,11,51,347,0.7607142857142857,0.4766666666666667,0.3870480928689884,0.5729352718258202
5,12,12,12,79,10,17,145,830,0.2642857142857143,0.3,0.5155978004713276,0.4363898376280636
5,0,4,17,583,18,9,328,1166,0.2081881533101045,0.30957970465732676,0.22456140350877193,0.37086955302274627
5,3,5,31,1103,27,181,61,792,0.45924812030075185,0.5235294117647059,0.38482587064676615,0.44972972220350366
5,6,6,25,214,29,12,108,751,0.008163265306122448,0.5023809523809524,0.40736842105263155,0.4951560546105487
5,9,10,98,799,16,1,300,898,0.4803030303030303,0.25,0.5855555555555556,0.3944407530454042
5,26,19,16,620,240,36,100,1430,0.7571428571428571,0.6071428571428571,0.5742577030812325,0.5897321069734863
5,7,15,26,240,16,11,647,122,0.35,0.0988540870893812,0.8808275862068966,0.5256870586599688
5,2,1,25,466,185,6,93,1068,0.4881725417439703,0.20431654676258992,0.4282615629984051,0.5456975441218626
5,20,2,3,14,38,11,108,1013,0.35304347826086957,0.39166666666666666,0.6379160839160839,0.36202524622000276
5,7,1,46,130,9,14,524,1038,0.2611111111111111,0.03927867004790082,0.49444444444444446,0.5137142902181208
5,14,7,25,136,21,6,62,806,0.35736842105263156,0.3965615832131669,0.6153846153846154,0.4771861121714517
5,32,19,8,326,25,14,373,500,0.4107482993197279,0.6857142857142857,0.38915458937198066,0.44281345565749236
5,19,7,18,392,61,23,62,871,0.42818181818181816,0.20431654676258992,0.29833333333333334,0.34034477134412294
5,11,4,22,470,2,25,30,1171,0.5882352941176471,0.4,0.23447062956888823,0.25379993163218695
5,7,21,29,450,12,16,393,1043,0.5818181818181818,0.6225806451612903,0.5993333333333334,0.8018053637625262
5,18,15,122,278,53,5,50,1030,0.5714942528735633,0.5909523809523809,0.7671751843376557,0.4364471203551663
5,7,4,28,320,50,5,263,1191,0.7689024390243903,0.3568627450980392,0.306612685560054,0.6282632416159438
5,17,9,29,193,9,27,41,1325,0.575,0.5333333333333333,0.6538528138528138,0.22274661570710771
5,20,6,25,236,89,26,694,853,0.45,0.5,0.36668596694388883,0.4510446434241443
5,4,23,94,499,332,15,406,395,0.4380952380952381,0.43859649122807015,0.6911599511599512,0.4798207327951516
5,28,5,45,337,3,187,291,831,0.2753246753246753,0.5,0.6913684210526315,0.5329974058429652
5,10,3,35,755,18,45,8,947,0.030789156198992265,0.6892857142857143,0.5251461988304094,0.28612331699622556
5,23,0,19,586,82,19,88,1620,0.76,0.2505691056910569,0.008163265306122448,0.42449438929167077
5,6,0,123,191,206,23,144,1352,0.11421458302074476,0.2,0.37513061650992685,0.15281304912379168
5,0,0,26,165,63,57,90,517,0.8,0.4581818181818182,0.3190876350540216,0.5242339611653055
5,17,10,20,130,14,24,408,1408,0.8,0.48823529411764705,0.5502104860313816,0.47880756677530295
5,20,3,18,166,28,16,380,773,0.35488593803200547,0.4900308324768756,0.19109984305203429,0.45921274264501466
5,4,2,39,360,4,4,49,757,0.6263305322128851,0.2307874762808349,0.45714285714285713,0.15650267599835324
5,6,19,21,47,42,39,398,744,0.23030303030303031,0.6242352941176471,0.4748299319727891,0.6379684944171823
5,2,25,51,361,49,14,173,1051,0.37394131107820705,0.45714285714285713,0.49363636363636365,0.4604093752599056
5,16,0,53,425,29,0,64,613,0.4,0.16825806451612904,0.2924242424242424,0.4210213515298261
5,13,6,23,509,22,18,134,839,0.21,0.00546448087431694,0.16552762503273108,0.41591500531118714
5,0,4,47,317,25,38,187,608,0.46641426477772346,0.5142857142857142,0.34678362573099414,0.5209473689361398
5,15,14,32,131,45,11,71,1665,0.5175338345864662,0.6,0.43025730994152045,0.4518462899651958
5,0,1,21,277,14,11,52,1049,0.21333333333333335,0.5511834319526627,0.5434565434565435,0.5813054517448211
5,0,5,7,96,263,1,27,688,0.18916503161107479,0.632258064516129,0.43188969549963446,0.43693780167342855
5,27,6,14,525,79,5,331,1034,0.75,0.788235294117647,0.3553688141923436,0.4685756400462283
5,14,14,39,217,14,17,16,615,0.7376498800959232,0.6,0.41192982456140353,0.5006036671478588
5,0,4,20,82,128,37,428,959,0.4199134199134199,0.2568627450980392,0.2599206349206349,0.34603715134131674
5,28,3,37,340,55,3,270,1278,0.39666666666666667,0.5225806451612903,0.4045112781954887,0.3387810046398864
5,68,8,18,495,15,220,167,625,0.18070175438596492,0.8,0.4591487414187643,0.3388338237016275
5,4,10,19,108,77,9,86,1279,0.46,0.6016666666666667,0.4623626091422701,0.38340812827147147
5,5,6,51,517,24,35,321,1291,0.4538095238095238,0.4,0.5008474576271187,0.24918855016561775
5,29,0,51,419,28,15,142,338,0.30526315789473685,0.786,0.749397406559878,0.364361481953101
5,8,10,32,188,16,0,53,1160,0.31980676328502416,0.4,0.07760770975056688,0.4836516625239225
5,22,11,18,167,14,34,437,1103,0.4965686274509804,0.28,0.5047619047619047,0.3049136924351422
5,10,3,48,296,8,5,21,635,0.5026666666666667,0.319047619047619,0.3175677263912558,0.6544242054274299
5,6,2,21,347,9,7,175,625,0.6153846153846154,0.4,0.6803030303030303,0.70793289386185565
5,20,12,16,474,11,23,32,1500,0.7333333333333333,0.5225806451612903,0.6785714285714286,0.47308547496892067
5,11,18,32,176,28,241,35,1064,0.41,0.9,0.11333333333333333,0.24974952092025085
5,1,2,26,622,90,3,32,1118,0.45714285714285713,0.6266666666666667,0.23690792386011508,0.41053640986333106
5,24,4,24,91,26,18,113,759,0.7027777777777777,0.3491655969191271,0.5533472549439565,0.3112889889761556
5,1,4,25,358,14,85,37,1120,0.40431654676258993,0.43927867004790083,0.6232874091083046,0.41118341902745575
5,20,11,30,242,502,21,85,935,0.6028169014084507,0.530952380952381,0.6303030303030303,0.47552608307642524
5,6,0,25,268,28,140,14,1166,0.32456140350877194,0.20713344817104062,0.5175141242937853,0.4638454380243575
5,63,0,17,573,68,14,125,1327,0.2761605035405193,0.05,0.22679681274900398,0.302417791620711
5,9,2,25,25,36,32,80,989,0.65,0.35,0.3575491735155601,0.745337156266118
5,18,4,44,164,10,5,200,1022,0.29047619047619044,0.5142857142857142,0.8444444444444444,0.4564611429648173
5,6,3,13,702,30,6,78,1642,0.2757799671592775,0.35,0.45722426922132153,0.4651107160386699
5,2,7,28,489,90,4,93,117,0.3833333333333333,0,0.3448275862068966,0.3257910828298761
5,5,2,21,380,34,2,520,1263,0.49051383399209486,0.5225806451612903,0.4454444444444444,0.4750827588077969
5,21,0,26,411,17,25,55,717,0.2787719298245614,0.5142857142857142,0.4177237966711651,0.16777408637873756
5,3,14,24,510,77,21,30,182,0.20546448087431693,0.3,0.26666666666666666,0.4536717025068703
5,4,23,23,445,33,22,31,927,0.46444444444444444,0.28,0.49213298981720033,0.3745803447937058
5,4,18,24,107,106,208,209,488,0.21360186179735052,0.7556277056277056,0.6330190349712262,0.2931222759545313
5,82,6,20,113,29,32,483,1064,0.3793165467625899,0.736,0.11452217021922674,0.46891620948593715
5,9,5,23,125,187,18,43,357,0.1131725417439703,0.48333333333333334,0.536,0.1726921353506073
5,13,6,36,414,15,27,155,982,0.35084745762711866,0.42142857142857143,0.17333333333333334,0.26318269870182437
5,12,4,30,535,19,12,83,639,0.22456140350877193,0.6,0.41205128205128205,0.5913179192801783
5,5,10,60,328,36,26,399,1068,0.6,0.6857142857142857,0.4281052631578947,0.2603776869863968
5,26,1,9,463,99,37,20,1039,0.42171934043284093,0.4,0.28684745762711866,0.3761467889908257
5,31,5,41,11,360,15,68,815,0.2,0.33451676528599605,0.34545454545454546,0.18223516267230983
5,23,4,20,328,29,5,131,1130,0.6040816326530613,0.6333333333333333,0.6861111111111111,0.415257930562096
5,6,6,32,181,46,308,158,706,0.424,0.7178181818181818,0.43341839447102604,0.47686482560398563
5,21,20,34,18,34,23,101,809,0.5483333333333333,0.4666666666666667,0.535064935064935,0.2865171650055371
5,13,6,18,354,34,16,18,552,0.4031813130110344,0.8,0.24120587142326272,0.40122790402731173
5,1,7,11,294,8,7,60,942,0.40523809523809523,0.11238095238095237,0.20486332383028677,0.1690041126945465
5,22,0,67,159,12,36,149,534,0.38903508771929823,0.1,0.4892951562647531,0.5106713353776408
5,38,8,18,211,53,41,429,367,0.46571428571428575,0.35526315789473684,0.3931642042168358,0.30776479920781763
5,1,2,37,419,19,36,137,901,0.5381052631578948,0.7010452961672474,0.23030303030303031,0.5066090771973125
5,28,2,26,495,128,23,94,1010,0.3439024390243902,0.36,0.486,0.43142979210772164
5,5,0,15,395,22,17,266,646,0.5738095238095238,0.2613784593689406,0.5538461538461539,0.43103372131166506
5,5,11,3,670,105,8,489,669,0.25047619047619046,0.2457393483709273,0.7474285714285714,0.3747520987930649
5,22,0,7,407,22,45,58,699,0.6753623188405797,0.46440092165898617,0.5946507936507937,0.41168925110577165
5,5,9,41,511,20,30,394,1337,0.5083333333333333,0.7,0.14810928419950975,0.49671709884721427
5,19,5,27,146,21,4,30,715,0.5229813664596273,0.45,0.41982710399186374,0.21634453822646138
5,76,19,45,148,208,24,407,1162,0.40909090909090906,0.7374149659863946,0.56,0.23880623867515968
5,2,0,15,130,12,32,159,1267,0.20337078651685392,0.4,0.33829334507300607,0.37123636848716607
5,20,10,48,349,51,8,625,1113,0.37142857142857144,0.5523809523809524,0.36,0.31010061487008406
5,25,5,18,237,17,12,337,1104,0.6225806451612903,0.3481818181818182,0.7054545454545454,0.47523310847995975
5,3,21,46,286,208,39,221,1329,0.555467720685112,0.369047619047619,0.6,0.4771720452140649
5,7,19,17,284,23,219,78,971,0.1709832134292566,0.43333333333333335,0.5251461988304094,0.22854549274005892
5,1,3,34,203,194,29,26,719,0.261624649859944,0.6194444444444445,0.4868131868131868,0.32180187150817696
5,21,5,24,212,463,4,21,1179,0.47878787878787876,0.5357142857142857,0.2708009153318078,0.15906997022669664
5,4,6,40,163,67,19,47,1215,0.6807017543859649,0.8559139784946237,0.29623376623376624,0.46221312691943234
5,6,5,22,226,9,6,75,990,0.2675324675324675,0.75,0.6472222222222223,0.4340477577477217
5,27,19,35,378,8,152,155,836,0.3772357723577236,0.3333333333333333,0.4400956324558809,0.3173610974906852
5,2,0,30,121,63,8,285,385,0.6982222222222222,0.42041467304625196,0.5310947603121516,0.2129980583485187
5,6,18,31,486,20,24,129,685,0.11797235023041475,0.8266666666666667,0.4572444932682286,0.41684385787938394
5,17,4,55,451,29,35,113,1339,0.3903405572755418,0.45,0.5047878787878788,0.5832449242503962
5,9,26,6,233,27,238,189,1744,0.33084745762711865,0.6099597585513078,0.7474249888042992,0.1705543322416812
5,36,11,14,202,0,17,27,704,0.5717948717948718,0.2811834319526627,0.5908899438733108,0.36515140941655583
5,16,6,44,502,167,41,94,986,0.38069925177339425,0.11428571428571428,0.9223684210526316,0.2790164968388673
5,5,3,19,152,17,8,12,673,0.43843845459869263,0.07035330261136713,0.6866599111852889,0.5056036335658926
5,6,6,13,289,35,8,80,711,0.3244444444444444,0.40431654676258993,0.6026666666666667,0.5598450676819643
5,40,8,46,509,55,180,89,1059,0.6799719887955182,0.45176470588235296,0.5307017543859649,0.5895437942133014
5,6,4,21,375,236,214,53,410,0.6328710644677661,0.6011834319526628,0.6426666666666667,0.44692077032562066
5,26,19,31,328,31,50,80,633,0.5292929292929293,0.5052631578947369,0.5797101449275363,0.39218352269199724
5,31,9,16,192,72,6,57,984,0.25984848484848483,0.5,0.568796992481203,0.31782500967629285
5,5,12,9,550,286,22,79,552,0.22456140350877193,0.24798407167745146,0.580140386920048,0.4670300591427352
5,7,25,21,135,40,5,97,633,0.3333333333333333,0.55,0.3761591315895837,0.5320398790838274
5,0,4,57,369,15,25,369,853,0.17202898550724638,0.3543320529236022,0.5014709428502532,0.3885941273060949
5,6,41,28,309,9,52,29,986,0.3316044697448872,0.5857142857142857,0.4666666666666667,0.3689198982345232
5,7,18,34,193,31,15,94,597,0.8525210084033613,0.6189024390243902,0.6053412298666077,0.6915599387478543
5,32,0,20,540,19,38,90,677,0.4533333333333333,0.7666666666666667,0.37092436974789916,0.2681322852804512
5,9,9,18,405,213,26,174,1045,0.5970634920634921,0.45,0.12908676291029234,0.425723230258114
5,1,0,22,348,124,5,45,804,0.6254545454545455,0.2235294117647059,0.5153939393939394,0.6883878048298526
5,5,1,25,116,23,32,268,1299,0.001183431952662722,0.6,0.5681632653061225,0.5115543966847788
5,14,22,15,289,27,16,209,759,0.6,0.75,0.19856730571016287,0.6019755866157639
5,0,6,13,509,39,4,275,1086,0.30112044817927175,0.3378151260504202,0.34811734108109377,0.3883813264239398
5,11,2,15,690,25,36,492,1102,0.37056277056277054,0.4166666666666667,0.5055555555555555,0.3418863952160061
5,36,8,43,272,42,199,73,432,0.6027472527472527,0.9,0.4842215256008359,0.2775866541419874
5,0,16,26,95,36,18,92,1134,0.36464646464646466,0.2731818181818182,0.37447552447552446,0.5586646560462998
5,45,9,10,228,44,26,122,1361,0.39444444444444443,0.5880952380952381,0.36569455751545304,0.3917527120472534
5,14,2,56,725,28,8,31,877,0.6526315789473685,0.3142857142857143,0.5500350877192982,0.8277001536589444
5,8,0,21,476,30,14,388,475,0.5795887445887445,0.35714285714285715,0.5045454545454545,0.24183913666127438
5,12,2,30,340,16,52,53,689,0.38762474367737526,0.55,0.3336760710553814,0.38500631155845666
5,10,0,24,487,21,21,67,681,0.8426666666666667,0.6333333333333333,0.5591783380018674,0.4318573583279466
5,8,0,40,560,55,48,37,1224,0.6054644808743169,0.6,0.3367041198501872,0.1645354647201951
5,6,9,35,45,17,36,408,509,0.2306402378983024,0.4,0.4748835725677831,0.2894061986009552
5,4,12,41,241,58,26,287,673,0.46944444444444444,0.24333333333333335,0.438782562466773,0.5370358509350428
5,10,6,49,121,41,6,410,479,0.6333333333333333,0.875,0.16924000501765138,0.5709749135695341
5,15,5,40,393,73,9,58,1169,0.60431654676259,0.35714285714285715,0.3323460247620875,0.6447256304489096
5,4,3,29,617,80,45,192,641,0.3224489795918367,0.2934984520123839,0.2580809259132185,0.42629835285049794
5,18,13,63,268,29,20,131,1117,0.5142857142857142,0.5257142857142857,0.29391677973767527,0.47936866782571946
5,20,4,19,400,2,11,53,1442,0.548664343786295,0.5925518408802369,0.5960420531849103,0.3820989597651712
5,13,6,17,601,26,11,152,901,0.5733333333333334,0.20118343195266272,0.594525611688083,0.3537203843214325
5,1,4,39,522,180,15,176,1003,0.44115048793014894,0.36666666666666664,0.42157603352822476,0.14714326729830607
5,5,8,18,178,73,32,287,656,0.2159314245316366,0.26904761904761904,0.3761111111111111,0.42526783117249883
5,15,12,46,222,268,8,67,1211,0.24390243902439024,0.48,0.32805103668261565,0.6677235050768606
5,2,19,51,469,214,12,642,1150,0.5714285714285714,0.6857142857142857,0.44700478468899524,0.4392574779172717
5,5,3,28,25,53,7,264,545,0.689555389965226,0.4097810276369069,0.4787777777777778,0.21682178803570953
5,1,19,38,710,48,35,97,1257,0.5587878787878788,0.24355971896955503,0.582408293460925,0.600843733800203
5,0,7,32,182,51,194,84,672,0.5856718444953739,0.23333333333333334,0.49136842105263157,0.4827995533877887
5,19,4,23,595,57,29,47,1427,0.3482189857869802,0.10104529616724739,0.5109243697478991,0.5805829228243021
5,11,12,25,164,54,9,95,964,0.4011834319526627,0.36472559698366147,0.4734615384615385,0.4684305359629285
5,10,0,28,469,43,60,27,508,0.5142857142857142,0.38,0.30166666666666664,0.42260613957144644
5,18,3,32,105,36,22,142,1302,0.736,0.5733333333333334,0.5502063492063491,0.4609570448598894
5,8,4,15,242,270,172,14,1132,0.3891655969191271,0.8,0.28469443462016303,0.4900084981138333
5,4,0,46,95,67,72,63,763,0.6,0.48546448087431693,0.5339160839160839,0.2502236253617469
5,15,0,25,182,13,22,82,725,0.6133333333333333,0.6,0.6854086212295167,0.3490703177822853
5,22,5,9,201,175,4,136,555,0.6818181818181818,0.31890243902439025,0.6021562998405103,0.271099968636979
5,0,15,15,315,106,23,90,772,0.7,0.6028169014084507,0.652695652173913,0.44712655642751475
5,22,10,10,4,7,31,6,1311,0.2,0.27056277056277056,0.23766064444030544,0.4757336009839139
5,10,1,92,606,76,15,140,915,0.4170564478256786,0.2,0.7808275862068965,0.3129165078154785
5,4,6,60,166,5,38,54,836,0.36333333333333334,0.8,0.17113453896683156,0.4785360274494853
5,3,15,47,299,20,15,37,994,0.36666666666666664,0.4452380952380952,0.6287878787878788,0.16287365795757047
5,10,3,93,448,5,16,80,922,0.40431654676258993,0.42666666666666664,0.312461695607763,0.6229922221289127
5,87,3,24,141,147,34,258,1169,0.6245614035087719,0.55,0.3998058387074405,0.36356096654501585
5,16,9,30,426,45,18,161,1487,0.47258064516129034,0.3225806451612903,0.4461881894873459,0.35547719530771904
5,17,9,21,144,4,10,83,649,0.25476190476190474,0.2923809523809524,0.3054035087719298,0.1380788351115227
5,6,5,50,562,35,31,78,819,0.47392473118279566,0.3214285714285714,0.3903854875283447,0.3007180400033677
5,14,4,12,528,198,39,90,468,0.5333333333333333,0.8,0.692822966507177,0.5282154853218171
5,68,19,72,533,158,15,86,1040,0.42539754656974105,0.20352941176470588,0.48480676328502414,0.6765287599610319
5,12,10,18,227,46,180,18,1075,0.35437078651685394,0.33246753246753247,0.7266666666666667,0.5247320250881585
5,10,13,34,277,10,43,40,705,0.6204933586337761,0.4,0.3414141414141414,0.5569626408465491
5,36,2,6,655,19,197,97,1952,0.7235294117647059,0.9857142857142858,0.5257519559547957,0.42441034840902653
5,9,4,25,274,155,34,124,887,0.2818181818181818,0.6272826626924988,0.5620770034563138,0.6417325659382652
5,7,2,5,259,62,8,45,876,0.38200770218228497,0.6151515151515151,0.75,0.36692360001406
5,5,22,16,120,176,18,159,674,0.5857575757575757,0.3,0.5245360155743024,0.5479179169959
5,0,1,75,401,50,1,202,654,0.11122448979591837,0.6140762463343108,0.42001527883880824,0.6192272312325336
5,14,1,37,258,97,90,88,1005,0.3092063492063492,0.5166666666666667,0.25992063492063494,0.42796329482578727
5,2,2,7,453,1,12,127,1138,0.009781027636906869,0.3333333333333333,0.2534391421709944,0.42646093995971723
5,5,6,16,469,22,14,265,1772,0.3105691056910569,0.4,0.5341301460823373,0.08153972318356632
5,2,11,26,329,8,47,143,546,0.29732620320855613,0.3333333333333333,0.3638197547193144,0.5165426578060578
5,8,0,22,138,45,80,146,866,0.41904761904761906,0.6,0.5931538565082783,0.4649563731905919
5,18,13,11,33,21,12,349,393,0.2693333333333333,0.3371834319526627,0.30949246492291704,0.5387890349060783
5,7,5,44,381,154,6,36,250,0.5,0.4,0.44242424242424244,0.23326940309992683
5,3,8,15,261,270,38,62,482,0.30869565217391304,0.8,0.5590258775041383,0.5280893462472834
5,6,0,52,442,18,35,60,906,0.18986752595775153,0.03380952380952381,0.3982158786797502,0.4381440729413544
5,8,10,33,105,25,200,93,1170,0.39463539445629,0.5179723502304148,0.7233684210526315,0.5639634657824473
5,33,28,62,91,40,23,352,1245,0.7209243697478992,0.2,0.4653846153846154,0.38892170743740195
5,11,2,36,410,157,203,167,583,0.6,0.775,0.7320289855072464,0.6715404585532356
5,5,1,8,141,23,206,46,1344,0.43,0.5225806451612903,0.3556200219218122,0.4306753114912923
5,2,3,25,104,40,57,132,1561,0.5571428571428572,0.432258064516129,0.4292182441439726,0.46677844013909586
5,8,1,33,325,17,45,308,731,0.175796812749004,0.8392857142857143,0.32482587064676616,0.2579352846226336
5,44,1,41,410,9,27,15,1175,0.2773333333333333,0.38823529411764707,0.47878510505512795,0.2515047811638832
5,2,6,28,89,54,13,158,536,0.3422109541631454,0.28809523809523807,0.4808232118758434,0.4504612511331939
5,41,7,45,167,53,8,77,1129,0.5545485031400524,0.14390243902439023,0.7482323232323232,0.21926458251128975
5,27,0,2,381,14,8,26,446,0.6053475935828877,0.3626666666666667,0.4396103896103896,0.3730082211245463
5,25,1,47,105,11,14,74,1368,0.21890243902439024,0.26260733801717406,0.4753751764134632,0.32047619047619047
5,15,0,66,160,382,26,56,722,0.37618343195266274,0.6444444444444445,0.5766798418972332,0.467108346619673
5,5,28,42,279,87,10,64,534,0.4,0.536150234741784,0.11818181818181818,0.3924408924408924
5,0,4,65,88,2,18,46,396,0.38463508322663253,0.536150234741784,0.4995726495726496,0.5205060198669534
5,4,3,33,293,13,192,88,1466,0.29,0.6067130053045546,0.4899254196096301,0.35183376118781656
5,2,15,39,264,12,33,203,1039,0.33351247165532877,0.7142857142857143,0.7286178107606679,0.36118439998231533
5,4,6,26,286,12,14,191,577,0.49390243902439024,0.3,0.34545454545454546,0.5862995398308541
5,0,2,6,613,51,17,548,738,0.5580350877192982,0.14444444444444443,0.4798844478030256,0.42606003861358077
5,20,1,65,176,35,18,102,870,0.36,0.5928571428571429,0.29155720470006186,0.47283256350188835
5,11,26,58,56,33,28,390,873,0.4528013952474384,0.8444444444444444,0.26746347941567067,0.6705172246410015
5,22,4,80,453,22,38,45,756,0.26666666666666666,0.45,0.22245842157087556,0.5188787008695775
5,0,1,23,488,428,25,313,1361,0.6,0.8225806451612904,0.8834285714285715,0.3534558092504032
5,8,0,16,409,92,47,292,426,0.2665755919854281,0.8,0.3708815270291013,0.4575912263705691
5,1,1,39,303,76,60,194,1212,0.6431428571428571,0.475,0.6102657004830918,0.42196020936488554
5,18,1,15,195,320,153,262,1110,0.44482758620689655,0.6235294117647059,0.4898461538461539,0.3582491148599675
5,23,7,30,478,31,10,26,551,0.58,0.39999999999999997,0.5916666666666667,0.2772541179670571
5,6,5,31,596,26,14,147,905,0.5483165467625899,0.4830409356725146,0.25840726623955884,0.5761991744526506
5,12,6,82,475,206,37,362,984,0.47258658806190124,0.2,0.3114035087719298,0.6420319794159733
5,5,1,32,234,20,18,74,750,0.5266666666666666,0.36,0.35546772068511195,0.30392571404883306
5,3,2,18,105,186,2,88,1163,0.7111111111111111,0.3,0.3895209994683679,0.39944067134629246
5,3,2,9,442,360,14,430,1040,0.536,0.3738095238095238,0.35075757575757577,0.66408767607739
5,5,1,41,355,164,11,295,962,0.610391363022942,0.4857142857142857,0.2417408906882591,0.45165428282501274
5,14,8,51,82,152,49,327,993,0.5025210084033613,0.6444444444444445,0.6194444444444445,0.5461391321856438
5,26,1,19,58,4,7,265,1087,0.42727272727272725,0.37618343195266274,0.6245614035087719,0.4937353629976581
5,17,2,14,353,537,35,373,920,0.4099079446120523,0.5181818181818182,0.6,0.5523105656078748
5,12,5,27,361,62,21,41,793,0.5609243697478992,0.5333333333333333,0.45084745762711864,0.41280243911214776
