"Fishing_ID","Lake","Date","Latitude","Longitude","Start_time","Gear_type","Gear_ID","Identifier","tot_AmRu","tot_FuDi","tot_MiDo","tot_Centrarchidae","tot_LeGi","tot_PeFl","tot_PiPr","tot_Chrosomus sp.","tot_PiNo","tot_Cyprinidae","tot_SeAt","tot_LuCo","tot_AmNe","tot_CaCo","tot_EsMa","tot_UmLi","tot_RhAt","inf_AmRu","inf_FuDi","inf_MiDo","inf_Centrarchidae","inf_LeGi","inf_PeFl","inf_PiPr","inf_Chrosomus sp.","inf_PiNo","inf_Cyprinidae","inf_SeAt","inf_LuCo","inf_AmNe","inf_CaCo","inf_EsMa","inf_UmLi","inf_RhAt"
"MORE_S_05","Morency","2022-07-11","45°55.658'","74°02.048'","15:40","Seine","S1","Lea",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_S_06","Morency","2022-07-11","45°55.757'","74°01.880'","15:10","Seine","S1","Juliane",0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_01","Pin_rouge","2022-07-08","45°57.713'","74°02.495'","15:54","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_02","Pin_rouge","2022-07-08","45°57.608'","74°02.632'","15:43","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_03","Pin_rouge","2022-07-08","45°57.534'","74°02.495'","16:13","Minnow_trap","N3","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_04","Pin_rouge","2022-07-08","45°57.497'","74°02.606'","15:35","Minnow_trap","N4",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_05","Pin_rouge","2022-07-08","45°57.630'","74°02.557'","15:50","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_06","Pin_rouge","2022-07-08","45°57.608'","74°02.585'","15:48","Minnow_trap","N6","Juliane",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_07","Pin_rouge","2022-07-08","45°57.775'","74°02.324'","16:00","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_09","Pin_rouge","2022-07-08","45°57.671'","74°02.523'","15:52","Minnow_trap","N9","Juliane",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_11","Pin_rouge","2022-07-08","45°57.553'","74°02.647'","15:40","Minnow_trap","N11","Juliane",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_12","Pin_rouge","2022-07-08","45°57.495'","74°02.550'","15:33","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_13","Pin_rouge","2022-07-08","45°57.610'","74°02.408'","16:07","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_14","Pin_rouge","2022-07-08","45°57.786'","74°02.415'","15:57","Minnow_trap","N14","Juliane",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_15","Pin_rouge","2022-07-08","45°57.554'","74°02.692'","15:42","Minnow_trap","N15",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_16","Pin_rouge","2022-07-08","45°57.602'","74°02.450'","16:11","Minnow_trap","N16","Juliane",0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0
"PINR_N_17","Pin_rouge","2022-07-08","45°57.746'","74°02.459'","15:56","Minnow_trap","N17","Juliane",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_S_01","Pin_rouge","2022-07-08","45°57.519'","74°02.501'","13:30","Seine","S1","Juliane",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_S_02","Pin_rouge","2022-07-08","45°57.545'","74°02.495'","13:45","Seine","S1","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_S_03","Pin_rouge","2022-07-08","45°57.608'","74°02.419'","14:00","Seine","S1","Juliane",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_S_04","Pin_rouge","2022-07-08","45°57.480'","74°02.572'","15:00","Seine","S1","Charles",0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"PINR_S_05","Pin_rouge","2022-07-08","45°57.495'","74°02.517'","15:20","Seine","S1","Charles",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_01","St-Onge","2022-06-20","45°54.910'","73°57.744'","16:03","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_02","St-Onge","2022-06-20","45°54.836'","73°57.766'","16:10","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_03","St-Onge","2022-06-20","45°54.920'","73°57.693'","16:18","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_04","St-Onge","2022-06-20","45°54.920'","73°57.719'","16:00","Minnow_trap","N4","Lea",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_05","St-Onge","2022-06-20","45°54.922'","73°57.699'","16:18","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_06","St-Onge","2022-06-20","45°54.918'","73°57.729'","16:02","Minnow_trap","N6","Lea",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_07","St-Onge","2022-06-20","45°54.828'","73°57.740'","16:11","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_08","St-Onge","2022-06-20","45°54.913'","73°57.735'","16:03","Minnow_trap","N8","Lea",0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_09","St-Onge","2022-06-20","45°54.921'","73°57.697'","16:08","Minnow_trap","N9","Lea",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_10","St-Onge","2022-06-20","45°54.904'","73°57.751'","16:04","Minnow_trap","N10","Lea",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_11","St-Onge","2022-06-20","45°54.840'","73°57.769'","16:09","Minnow_trap","N11","Lea",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_12","St-Onge","2022-06-20","45°54.908'","73°57.688'","16:21","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_13","St-Onge","2022-06-20","45°54.911'","73°57.690'","16:20","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_14","St-Onge","2022-06-20","45°54.843'","73°57.773'","16:08","Minnow_trap","N14",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_N_15","St-Onge","2022-06-20","45°54.924'","73°57.715'","16:00","Minnow_trap","N15","Lea",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_S_01","St-Onge","2022-06-20","45°54.925'","73°57.699'","15:10","Seine","S1","Charles",0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_S_02","St-Onge","2022-06-20","45°54.917'","73°57.690'","15:50","Seine","S1","Charles",0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_S_03","St-Onge","2022-06-20","45°54.830'","73°57.735'","16:40","Seine","S1","Charles",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STON_S_04","St-Onge","2022-06-20","45°54.830'","73°57.742'","16:57","Seine","S1","Lea",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_01","Tracy","2022-07-06","45°55.662'","74°03.862'","16:40","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_02","Tracy","2022-07-06","45°55.578'","74°04.076'","16:29","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_03","Tracy","2022-07-06","45°55.579'","74°03.902'","16:29","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_04","Tracy","2022-07-06","45°55.514'","74°04.086'","16:24","Minnow_trap","N4",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_05","Tracy","2022-07-06","45°55.657'","74°04.029'","16:33","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_06","Tracy","2022-07-06","45°55.545'","74°04.112'","16:25","Minnow_trap","N6","Juliane",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_07","Tracy","2022-07-06","45°55.544'","74°04.006'","16:19","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_09","Tracy","2022-07-06","45°55.613'","74°04.055'","16:31","Minnow_trap","N9",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_11","Tracy","2022-07-06","45°55.658'","74°03.837'","16:38","Minnow_trap","N11",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_12","Tracy","2022-07-06","45°55.662'","74°03.862'","16:15","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_13","Tracy","2022-07-06","45°55.520'","74°04.057'","16:22","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_14","Tracy","2022-07-06","45°55.567'","74°03.937'","16:18","Minnow_trap","N14",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_15","Tracy","2022-07-06","45°55.699'","74°03.898'","16:37","Minnow_trap","N15",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_16","Tracy","2022-07-06","45°55.579'","74°03.902'","16:15","Minnow_trap","N16",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_N_17","Tracy","2022-07-06","45°55.686'","74°03.983'","16:36","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_S_01","Tracy","2022-07-06","45°55.513'","74°04.089'","13:45","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_S_02","Tracy","2022-07-06","45°55.603'","74°04.059'","14:00","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_S_03","Tracy","2022-07-06","45°55.690'","74°03.981'","14:25","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC_S_04","Tracy","2022-07-06","45°55.702'","74°03.833'","15:35","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_01","Triton","2022-06-29","45°59.270'","74°00.529'","16:05","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_02","Triton","2022-06-29","45°59.272'","74°00.409'","16:15","Minnow_trap","N2","Lea",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_03","Triton","2022-06-29","45°59.233'","74°00.524'","16:09","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_04","Triton","2022-06-29","45°59.294'","74°00.424'","16:00","Minnow_trap","N4","Lea",0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_05","Triton","2022-06-29","45°59.222'","74°00.550'","16:08","Minnow_trap","N5","Lea",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_06","Triton","2022-06-29","45°59.300'","74°00.469'","16:02","Minnow_trap","N6","Lea",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_07","Triton","2022-06-29","45°59.285'","74°00.507'","16:04","Minnow_trap","N7","Lea",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_09","Triton","2022-06-29","45°59.289'","74°00.435'","16:01","Minnow_trap","N9","Lea",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_11","Triton","2022-06-29","45°59.245'","74°00.474'","16:12","Minnow_trap","N11","Lea",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_12","Triton","2022-06-29","45°59.262'","74°00.427'","16:14","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_13","Triton","2022-06-29","45°59.243'","74°00.551'","16:06","Minnow_trap","N13","Lea",0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_14","Triton","2022-06-29","45°59.291'","74°00.452'","16:01","Minnow_trap","N14","Lea",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_15","Triton","2022-06-29","45°59.239'","74°00.509'","16:10","Minnow_trap","N15","Lea",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_16","Triton","2022-06-29","45°59.298'","74°00.375'","16:17","Minnow_trap","N16","Lea",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_N_17","Triton","2022-06-29","45°59.227'","74°00.557'","16:07","Minnow_trap","N17","Lea",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_S_01","Triton","2022-06-29","45°59.297'","74°00.377'","10:55","Seine","S1","Juliane",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_S_02","Triton","2022-06-29","45°59.299'","74°00.407'","11:20","Seine","S1","Charles",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_S_03","Triton","2022-06-29","45°59.289'","74°00.437'","11:35","Seine","S1","Lea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT_S_04","Triton","2022-06-29","45°59.258'","74°00.431'","13:45","Seine","S1","Lea",0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
