"","N","inf.A.all","inf.MT.all","inf.S.all","inf.T.all","tot.A.all","tot.MT.all","tot.S.all","tot.T.all","prev.A.all","prev.MT.all","prev.S.all","prev.T.all"
"6666",15,142,33,107,1021,268,108,275,2811,0.449568898445651,0.496448263515933,0.503587133695696,0.43972466184264
"6667",15,NA,6,51,1073,982,400,439,2685,0.340798711166026,0.230327737809752,0.427355685915175,0.336467913401551
"6668",15,NA,15,70,966,NA,242,257,3000,0.475298800408773,0.266393983098631,0.501085996635318,0.448629744732819
"6669",15,271,34,100,1386,592,60,181,2073,0.343329357307632,0.562987012987013,0.382137299771167,0.396986389206714
"6670",15,98,26,66,357,382,51,281,3349,0.552144107019799,0.542254154447703,0.586033017868053,0.387150854656
"6671",15,144,54,163,1167,122,31,797,2474,0.574818213447795,0.445240206947524,0.548564449571859,0.494842630504006
"6672",15,NA,31,138,686,NA,60,143,3385,0.342467978562708,0.355050505050505,0.48010239363679,0.424359105741382
"6673",15,117,23,95,911,608,221,704,2133,0.697653360298746,0.526472908690103,0.366851763159269,0.427408861181991
"6674",15,NA,12,97,875,545,45,370,2699,0.503852103376721,0.519747899159664,0.511276031947936,0.434816230785396
"6675",15,NA,42,66,777,409,242,343,3732,0.447841805258208,0.384810061733139,0.574045791172737,0.429351131916523
"6676",15,84,19,70,1238,648,279,807,3392,0.630884014670861,0.471412582330426,0.537775060180094,0.455767387771093
"6677",15,12,13,120,962,263,62,458,3237,0.48062091503268,0.395238095238095,0.503002043450609,0.444815835603594
"6678",15,133,44,102,846,222,82,407,2347,0.566634876078382,0.437775110044018,0.629996387831423,0.538445442390313
"6679",15,NA,21,87,1406,906,15,225,1532,0.363609694341761,0.377460317460317,0.416765996320187,0.398163613151182
"6680",15,352,19,81,1218,982,83,375,2291,0.626748510273885,0.11810551558753,0.411359946300245,0.464214193068346
"6681",15,NA,28,103,803,194,101,516,2016,0.305547887548034,0.628666666666667,0.547280025996946,0.590491722315095
"6682",15,116,12,70,1039,310,28,395,3249,0.560963591867985,0.388773707747023,0.425748164422743,0.441248397009081
"6683",15,340,24,70,785,961,218,633,2861,0.629170549486808,0.291269841269841,0.450396928164192,0.435436236993367
"6684",15,38,54,84,1372,502,323,714,2176,0.495801744189946,0.512793836987385,0.354877240177093,0.60646681957258
"6685",15,138,11,131,945,74,139,527,3177,0.52095942605655,0.339556997557459,0.365651462171586,0.377135290103351
"6686",15,88,12,151,1022,134,95,326,1820,0.430931149690295,0.140711937635015,0.497461196054416,0.369880653442163
"6687",15,59,33,68,720,NA,61,385,2903,0.423468353070407,0.472647632152276,0.462861281349239,0.291534315314138
"6688",15,91,31,97,1299,NA,42,648,3005,0.390238088957766,0.382782294489612,0.540082541570499,0.505661361915888
"6689",15,NA,21,92,1361,236,203,547,2936,0.406604709180118,0.315418085928403,0.638848705528134,0.431514847536245
"6690",15,156,30,91,980,492,66,104,3314,0.492281897713133,0.462792187842879,0.503939359262558,0.463547111217806
"6691",15,NA,23,65,1092,871,47,293,2003,0.408009158479041,0.36096782716501,0.543954472381443,0.428131162435645
"6692",15,NA,19,70,1270,NA,97,971,1592,0.529390972095197,0.673950345165389,0.377638348579525,0.451388810744822
"6693",15,NA,37,101,896,590,113,104,2212,0.518112265513713,0.497011195521791,0.422201098397573,0.303836761244357
"6694",15,298,21,71,672,NA,66,439,2880,0.618864572126624,0.408716744913928,0.544610447891508,0.479974115854829
"6695",15,50,41,88,646,337,114,339,2327,0.369649180017792,0.526754385964912,0.388075279954081,0.327739470581203
"6696",15,96,26,154,990,67,248,227,3350,0.56076333100244,0.353711576193591,0.585569600076989,0.292402014250051
"6697",15,122,41,56,875,308,345,728,3705,0.293718252687391,0.431438848920863,0.345500856657088,0.459297009244283
"6698",15,40,4,53,611,742,32,597,2747,0.453629641658138,0.501648841354724,0.322479543064237,0.378352367970005
"6699",15,184,25,97,837,437,79,373,4086,0.365744195397799,0.417208808405992,0.588159857842917,0.590678168553563
"6700",15,NA,27,79,743,738,240,376,2817,0.381502113000672,0.442916974624292,0.331020951890932,0.461276153026046
"6701",15,208,16,110,1379,251,212,793,1670,0.516678648868265,0.343924943267375,0.553123595505618,0.431370278148266
"6702",15,392,8,142,1187,NA,29,292,3875,0.453789325588098,0.411904761904762,0.463495499213843,0.459686569680849
"6703",15,47,25,112,1209,549,373,344,3423,0.487743663531006,0.657142857142857,0.616187106421516,0.438389029983408
"6704",15,NA,17,105,829,942,412,160,2669,0.413270128564246,0.646666666666667,0.499901340842852,0.375511246865546
"6705",15,53,19,146,1005,164,62,237,2115,0.616411862049225,0.607181259600614,0.531802213953917,0.309550874867175
"6706",15,147,19,65,678,604,229,813,3144,0.419547037494997,0.541906873614191,0.38749903831617,0.407922854961852
"6707",15,46,37,63,623,NA,65,489,3007,0.416599036356126,0.418970658970659,0.391738843531947,0.376919378690774
"6708",15,84,29,119,1075,NA,122,94,2849,0.326833988426537,0.505859602056785,0.467987054108207,0.481050340390148
"6709",15,34,29,70,762,110,95,384,2830,0.712981277969509,0.368250831930029,0.514529585227397,0.519224287833032
"6710",15,60,48,81,1081,226,241,824,2984,0.429169719169719,0.447631553966396,0.51829789587518,0.468686640504494
"6711",15,NA,7,129,818,970,251,270,2016,0.454287309182046,0.491891348088531,0.518059399066809,0.339835123749865
"6712",15,104,11,54,888,NA,434,406,2199,0.26256621072949,0.650840336134454,0.58120158993587,0.512733481397815
"6713",15,NA,11,65,1117,NA,109,204,2374,0.553718305029386,0.417195767195767,0.410816468726691,0.396152722823342
"6714",15,24,27,97,781,153,21,531,2963,0.371701944557791,0.373587487781036,0.291008942528188,0.444986772294939
"6715",15,NA,32,107,1279,114,250,114,1918,0.278104984019102,0.451249335459862,0.446607135884567,0.390798159630827
"6716",15,106,4,36,761,257,111,335,3242,0.377137318821529,0.342010277492292,0.330853782310378,0.421777202248387
"6717",15,78,13,92,846,738,270,341,3247,0.472607432694188,0.367026436590897,0.567501798975823,0.48354967077809
"6718",15,72,10,63,885,NA,55,809,1846,0.317883190112306,0.375563909774436,0.475646005327881,0.422607770827435
"6719",15,58,16,95,807,182,84,507,2757,0.381059307123137,0.323672377785248,0.579996805099651,0.499774104107851
"6720",15,NA,31,173,1139,112,83,421,2494,0.613843950117964,0.559907834101382,0.367098301308828,0.365870294406703
"6721",15,50,24,103,1171,460,160,164,2549,0.301074752266286,0.438060482408926,0.578832962817027,0.429828999211392
"6722",15,37,13,119,908,1241,61,446,3056,0.287344198931903,0.615321280027162,0.438169047280229,0.453720277141277
"6723",15,66,27,194,408,NA,60,283,1980,0.46643701711257,0.606754385964912,0.517790262172285,0.401387442909127
"6724",15,NA,16,78,1076,586,200,776,2720,0.486281871400354,0.627743145743146,0.353065241161549,0.397637364339656
"6725",15,37,33,114,1347,NA,80,256,3350,0.442817939216191,0.455179815599632,0.345047384910079,0.439631584374486
"6726",15,103,11,114,1019,77,58,645,3437,0.635004319532074,0.385238095238095,0.348739710957647,0.474324709661696
"6727",15,309,13,120,1029,759,53,544,2993,0.351705008779346,0.241941976152502,0.43924058062677,0.382252089989213
"6728",15,NA,31,68,1061,767,63,297,1960,0.373018162845687,0.367544199251516,0.438149338455723,0.339931071448891
"6729",15,294,18,74,1018,NA,65,811,1635,0.436899730987365,0.504208754208754,0.530629275208223,0.405372123799399
"6730",15,NA,30,115,1126,408,209,293,2192,0.566834680832477,0.430280877378274,0.401986313027649,0.556625051184773
"6731",15,85,23,80,797,NA,95,197,1755,0.272053296886445,0.437777777777778,0.384288530183267,0.4383725896712
"6732",15,37,25,58,1067,319,88,363,2506,0.329602486388058,0.480436934630483,0.371975683609551,0.446106321961512
"6733",15,128,11,99,1192,783,65,183,1940,0.459884211394807,0.550869112672391,0.417847279998983,0.384211725509981
"6734",15,385,23,90,592,NA,219,532,2456,0.543661466179756,0.338201115124192,0.579515632515633,0.370779995088845
"6735",15,NA,18,91,553,678,27,245,2604,0.29837552710659,0.308027210884354,0.42150316762432,0.445208914973006
"6736",15,NA,36,51,1173,NA,19,246,2016,0.283627865548838,0.432162652571244,0.386879310000463,0.428600306246782
"6737",15,40,27,100,726,748,63,335,2589,0.409315814819832,0.323856368563686,0.610149344991322,0.52108243544055
"6738",15,312,22,104,1377,NA,51,948,2921,0.521300560975308,0.413333333333333,0.517411994037381,0.476001448075121
"6739",15,NA,12,117,950,48,71,289,2039,0.482120512733485,0.644322213733978,0.35854355913932,0.375852264786366
"6740",15,93,12,92,771,NA,62,818,2331,0.576314793975216,0.336351318058635,0.491751650465936,0.427764493131449
"6741",15,69,21,152,1138,NA,220,310,3423,0.486247803388166,0.346067168788291,0.345234883827433,0.438039251826456
"6742",15,NA,20,130,1163,NA,66,367,2656,0.412127174648831,0.65281045751634,0.484362788176688,0.336549765669964
"6743",15,NA,17,174,948,534,76,702,2575,0.495634329990032,0.632967479674797,0.565483580276684,0.423512732272417
"6744",15,180,15,86,769,NA,61,771,3522,0.436781609195402,0.215869879549077,0.392060943715615,0.454422259505387
"6745",15,66,35,123,460,426,78,776,2321,0.5868546849633,0.404497354497355,0.484593999983098,0.500289782832196
"6746",15,NA,7,152,678,NA,30,591,2085,0.364020604718279,0.290875420875421,0.46975373138187,0.314560606707547
"6747",15,NA,19,102,412,141,238,341,3121,0.266296131099878,0.481986531986532,0.530681497369338,0.429664553488523
"6748",15,48,42,53,953,NA,42,475,2791,0.271100258894321,0.313224975447609,0.513540149711646,0.389621503527331
"6749",15,66,17,46,1012,659,171,797,3252,0.543696593261811,0.245531478963717,0.505291812433689,0.359941780935639
"6750",15,87,16,63,1159,NA,114,422,2602,0.446455433514732,0.456086021505376,0.378240568154824,0.417156879009877
"6751",15,117,29,129,1294,NA,286,237,2500,0.146185666185666,0.386475230201586,0.247324566601998,0.467013939997001
"6752",15,132,17,109,1369,NA,91,242,3027,0.265883293365308,0.220445832249111,0.586670648480799,0.410838908426284
"6753",15,NA,36,118,1260,300,59,523,2450,0.387738107977273,0.454733087046221,0.50012869230086,0.55101707161717
"6754",15,137,17,135,673,914,85,444,3438,0.318591085579963,0.592161028061894,0.488095353413431,0.460418581570838
"6755",15,42,15,80,996,249,124,601,3478,0.533006887386905,0.558609132802681,0.308714488705084,0.34481563383219
"6756",15,287,63,166,646,404,45,370,1832,0.374142430339613,0.528523035230352,0.374827660955656,0.297382986120909
"6757",15,37,25,112,1156,NA,127,366,3054,0.519430249169839,0.374592592592593,0.403959623093216,0.451593901843247
"6758",15,30,30,160,1301,224,26,344,2457,0.564326544129823,0.577232499714514,0.523628018221104,0.337916166953005
"6759",15,306,29,119,931,966,170,514,1886,0.5130374704318,0.265182957393484,0.449612198705155,0.280114195977222
"6760",15,320,38,71,1176,623,68,561,2959,0.58464590964591,0.463004326613274,0.453838352871608,0.451016142406353
"6761",15,NA,15,71,998,737,72,521,2144,0.435820388761565,0.585809523809524,0.443518609111695,0.303884684241264
"6762",15,NA,24,100,1400,NA,64,889,1880,0.420621385275782,0.478333333333333,0.499868247694335,0.432821876046321
"6763",15,134,10,111,1388,474,216,275,2964,0.57076135915083,0.388488160291439,0.309194322803345,0.463755259661074
"6764",15,480,6,86,911,255,247,876,2863,0.344905298489571,0.309141838553603,0.271422729317466,0.390038414859643
"6765",15,NA,9,116,1051,NA,220,458,2013,0.530636456185803,0.348571428571429,0.617429708222812,0.475281170592624
"6766",15,104,25,65,858,477,154,752,2771,0.288848156285211,0.484594824802178,0.415105826670051,0.416343861336983
"6767",15,61,32,87,1091,NA,54,286,2978,0.313437713494854,0.454173585976865,0.492417332237309,0.47329861808347
"6768",15,NA,38,24,625,199,49,392,3334,0.363314136843549,0.453878199779065,0.304383708367772,0.449581481864336
"6769",15,194,24,120,842,703,105,577,2818,0.48550028707135,0.233428571428571,0.403239363044732,0.549044963817204
"6770",15,NA,7,67,1663,167,85,786,2742,0.542675130708007,0.464352278545827,0.656168909063646,0.460149331098454
"6771",15,95,67,91,947,NA,83,456,1553,0.377934721682901,0.55330081300813,0.420351313607402,0.509172413303543
"6772",15,18,44,75,953,562,61,182,3299,0.387123624569445,0.508776844070962,0.246408191557477,0.422309131124174
"6773",15,NA,34,148,1004,240,202,424,3955,0.41986559624121,0.432547200698461,0.605861598440546,0.517375882030415
"6774",15,30,35,123,917,921,86,484,2029,0.412621451079879,0.459352278545827,0.379436680038979,0.342955760709814
"6775",15,486,22,106,736,251,269,584,2409,0.417313223297287,0.465714285714286,0.291617817622072,0.378513292898099
"6776",15,395,34,98,1216,841,56,330,2020,0.394255180179542,0.395378242860257,0.34803344248113,0.452014788273219
"6777",15,NA,26,109,1136,412,305,373,2756,0.577022958826238,0.564031441513456,0.456105973031213,0.452603808019406
"6778",15,NA,20,86,1559,681,92,397,3167,0.454832510877155,0.580555555555556,0.526521763724007,0.312394422597279
"6779",15,NA,27,80,1543,740,82,447,2884,0.530555620249032,0.528266704945902,0.427832355914531,0.372099430305625
"6780",15,NA,12,93,831,241,232,692,2848,0.400834354764823,0.578919860627178,0.29503111634516,0.521468093867624
"6781",15,295,13,73,1060,117,169,621,4181,0.326062999268875,0.287555555555556,0.703522864097908,0.296379848226335
"6782",15,415,29,56,1157,528,238,350,2659,0.628520236134915,0.423800034919117,0.457040782761607,0.475062284516117
"6783",15,336,21,98,512,560,45,444,2203,0.443942961800105,0.541664318587395,0.339856975389823,0.488161403794917
"6784",15,NA,32,115,715,536,41,280,2418,0.346911614995137,0.456361153780509,0.428837314272511,0.435371528246949
"6785",15,512,29,146,381,367,460,364,1864,0.432035731050338,0.56104993999363,0.655168027108326,0.352286219186887
"6786",15,28,30,112,995,NA,249,806,2016,0.349139468521491,0.611433755334621,0.587266688900556,0.490980451305589
"6787",15,47,11,172,968,NA,42,569,2822,0.57836493676697,0.568292872704637,0.403286574696927,0.451289769022956
"6788",15,447,13,59,1315,NA,76,226,2910,0.398928714269268,0.455145316342499,0.451979533598724,0.41634707889057
"6789",15,60,6,122,1289,559,86,673,2201,0.523182144869985,0.482828282828283,0.46615945579166,0.392507894241953
"6790",15,NA,23,111,862,427,129,367,3101,0.451684651391968,0.412913716233937,0.39215234781347,0.456316973568705
"6791",15,81,9,64,739,179,58,500,1738,0.549964260226485,0.500634977558055,0.321703537713699,0.476324213185368
"6792",15,296,34,108,977,672,119,229,2714,0.472030365769496,0.434936507936508,0.385619957498758,0.452235776279157
"6793",15,NA,26,96,331,1133,231,717,3094,0.392081191602857,0.460592769803296,0.528819776714514,0.332168646539616
"6794",15,51,17,66,556,481,20,467,2133,0.442641672250293,0.394222222222222,0.497258223258223,0.362021307110867
"6795",15,78,24,135,754,NA,220,715,2791,0.428989148336484,0.502727272727273,0.5187559393517,0.50800835136022
"6796",15,NA,40,89,756,306,221,547,2540,0.279876644446494,0.385936619056879,0.47324940704251,0.414513580713265
"6797",15,142,23,67,1096,598,55,266,2617,0.38268177932727,0.350512485172907,0.295541051274453,0.41219510720811
"6798",15,NA,12,146,1036,30,227,259,3468,0.492138647897729,0.530262322472849,0.388341361655406,0.500363905543075
"6799",15,217,33,72,890,448,115,415,2231,0.766205154998258,0.411729950196041,0.425528927785894,0.517115748543114
"6800",15,NA,21,131,881,NA,235,381,3215,0.558922035856919,0.458653252850436,0.423492063492063,0.429022711012842
"6801",15,45,23,133,1152,124,232,110,3015,0.586572773742265,0.505952380952381,0.368088525253407,0.50653602483862
"6802",15,NA,18,87,833,NA,88,407,2072,0.222989426228293,0.399112978524743,0.383111154509651,0.383660880260174
"6803",15,225,47,76,862,NA,135,372,2988,0.338776236945729,0.503499581650842,0.389117886943974,0.308753691648313
"6804",15,NA,17,54,781,1410,85,112,2427,0.473805594067032,0.436856368563686,0.510349416665206,0.502939701143818
"6805",15,48,46,149,1153,596,58,441,4014,0.525011963418593,0.416854173363334,0.516244789533241,0.382512629081561
"6806",15,NA,15,165,603,91,261,607,2297,0.529093366237734,0.459519906323185,0.48284611683381,0.509789473309209
"6807",15,27,35,62,599,320,83,358,3541,0.39699326946116,0.471428571428571,0.384379314084202,0.40559401748737
"6808",15,251,20,79,1143,365,248,242,3583,0.563198059142307,0.429377049180328,0.546913618289026,0.522846526233145
"6809",15,18,24,105,930,NA,67,282,3165,0.411762691677064,0.451389315582864,0.241812867803913,0.443499302352292
"6810",15,60,13,106,1349,1100,61,262,2133,0.343203277672384,0.428092570361478,0.459571892758711,0.477653324371525
"6811",15,87,41,106,978,840,145,574,2370,0.391903558100741,0.289887955182073,0.448678994668376,0.421400624512206
"6812",15,43,12,40,939,NA,280,1139,2669,0.26573832245103,0.362737550219565,0.307594490638513,0.333411410481665
"6813",15,NA,24,68,724,553,32,533,2314,0.522629032899149,0.337034632034632,0.364400942595533,0.417584164947933
"6814",15,44,42,91,1041,496,204,378,2342,0.386232244684221,0.565163246870564,0.391757266682079,0.379294391299421
"6815",15,318,14,118,1220,662,28,886,3297,0.344075019636332,0.501186268471562,0.409742878090581,0.477715591648419
"6816",15,NA,6,64,911,937,80,344,2091,0.39723721297082,0.554216626698641,0.423523260038876,0.44597424154094
"6817",15,NA,37,92,1100,113,109,740,2946,0.34867941677867,0.512932604735883,0.683638008497345,0.423655459608652
"6818",15,NA,11,151,1867,NA,111,641,3245,0.290769064416655,0.542843729040912,0.42822363990785,0.476791460232638
"6819",15,NA,20,69,824,770,308,622,2684,0.487680179034663,0.522059588862868,0.35736309630447,0.509008315981984
"6820",15,37,41,58,611,941,32,537,2237,0.452779332735911,0.36726897889886,0.477241045834266,0.481810145465763
"6821",15,108,21,102,973,191,207,848,2006,0.566656816271234,0.543300653594771,0.416188224020842,0.469432024437968
"6822",15,146,21,128,757,68,127,405,3150,0.510298726614516,0.561143950263032,0.284515691817833,0.357601010514332
"6823",15,52,17,103,894,NA,308,399,3101,0.392332445039142,0.388333333333333,0.562972743370088,0.281100381433266
"6824",15,50,15,59,683,NA,68,998,3053,0.525325648896848,0.702272727272727,0.391324340666765,0.371672792533534
"6825",15,46,35,140,953,297,61,874,3100,0.46987752652725,0.294180560735896,0.48448717948718,0.438346742376012
"6826",15,121,18,55,844,206,66,585,2812,0.353890747555853,0.505580971000326,0.515640166235927,0.459855664924517
"6827",15,71,16,72,1349,1132,56,424,3358,0.451663843402974,0.447017398508699,0.53276339711236,0.438997787500893
"6828",15,37,41,45,1671,618,75,560,2252,0.540588254619806,0.38562091503268,0.41021474509622,0.388875754784679
"6829",15,NA,12,118,463,NA,190,477,2254,0.42455352736811,0.453668690298571,0.354371576250377,0.409741051384779
"6830",15,22,21,151,769,135,406,167,2832,0.478740593182824,0.372967479674797,0.480591609743312,0.438492363453916
"6831",15,22,24,76,630,489,94,923,1979,0.400737934172075,0.454313111363803,0.45313473702482,0.363255282561604
"6832",15,62,38,103,1180,782,122,1129,3029,0.475785799913056,0.402875774568315,0.474138454138454,0.470873861792785
"6833",15,NA,24,52,1156,284,256,319,3126,0.639650346886575,0.371944087861931,0.613519543258674,0.324286215150814
"6834",15,NA,28,98,800,596,279,498,1645,0.680933702334928,0.16459927140255,0.278219689526952,0.453763703392954
"6835",15,267,18,97,1148,160,64,162,2752,0.382338847441993,0.360812282504823,0.441601164654339,0.318265447505863
"6836",15,6,34,152,912,NA,230,337,2517,0.462835427730165,0.321428571428571,0.47520276020276,0.432163241823275
"6837",15,69,14,131,1031,536,69,323,2212,0.438465608465608,0.845333333333333,0.416544031752141,0.329515194837032
"6838",15,349,40,169,1025,304,270,195,1379,0.547124028018765,0.319848704509126,0.479407296413828,0.410085386507139
"6839",15,40,25,129,799,NA,86,350,2429,0.330347502634025,0.49731746031746,0.380055383543341,0.425281557772665
"6840",15,NA,3,108,1187,88,47,298,2678,0.487946588295426,0.437383411580595,0.368588690723579,0.501835899615581
"6841",15,314,10,68,1256,926,62,533,2269,0.601331594363022,0.465844155844156,0.396917809858986,0.431637942278286
"6842",15,59,19,90,935,NA,231,834,1933,0.513675157562104,0.551719576719577,0.492034274929637,0.417581538803603
"6843",15,55,40,135,776,701,81,290,2928,0.501587301587302,0.4,0.369748769062813,0.502425633750707
"6844",15,56,29,83,376,319,223,351,2379,0.630766322969107,0.538888888888889,0.379322685888371,0.459085015156984
"6845",15,NA,21,59,1209,NA,227,571,2312,0.469260566410708,0.35688900000926,0.465454069102209,0.405060176223443
"6846",15,NA,11,96,1287,350,54,444,3333,0.328185802432563,0.669540775659857,0.492851265183482,0.519723338465053
"6847",15,195,6,99,946,NA,214,490,2540,0.461481868309027,0.458156020638035,0.441299218092947,0.425904284840195
"6848",15,114,18,51,691,NA,105,672,1680,0.489255758395421,0.386856368563686,0.40560157694691,0.337447858118874
"6849",15,NA,8,75,1487,179,58,271,2951,0.315166935763731,0.450095238095238,0.431800886867126,0.42573293595792
"6850",15,NA,33,189,1452,386,45,647,2100,0.308937895741174,0.511015392350234,0.485727408583571,0.389728146370375
"6851",15,29,7,86,1049,99,36,300,2103,0.45496262731086,0.51984962406015,0.23098531891343,0.345262353232225
"6852",15,39,42,146,1504,211,78,274,2885,0.743483216237315,0.290673502131741,0.471460119401296,0.434475468926973
"6853",15,NA,24,98,871,62,257,927,2815,0.470885364934754,0.438728450729885,0.376411423816458,0.404870163554235
"6854",15,NA,47,121,668,205,243,329,1325,0.574879931590209,0.500555555555556,0.536189824024859,0.388927788987281
"6855",15,145,23,147,859,61,105,258,2725,0.494987367152385,0.422747281084479,0.367821596219643,0.363782248830494
"6856",15,12,19,77,1002,449,48,891,3880,0.316121545563777,0.501691021097034,0.352757686298059,0.504379441171056
"6857",15,21,26,50,1385,543,256,191,2265,0.503760533178491,0.754832640126758,0.567033529810697,0.453922353196873
"6858",15,57,18,121,1443,240,57,280,2203,0.472007589341587,0.341036197050002,0.351305342822925,0.447909184794539
"6859",15,27,7,113,1226,NA,75,435,2822,0.449229410463635,0.395724563206578,0.390889182205597,0.419559926941554
"6860",15,188,27,73,1860,NA,54,337,2608,0.511226904470478,0.472184106373438,0.487159358716096,0.509557186087763
"6861",15,25,12,22,681,NA,68,808,1503,0.413421854522143,0.531503939284159,0.457287964429841,0.431265791892359
"6862",15,93,13,151,866,311,79,683,3103,0.433163211057948,0.483312062799087,0.510369061690769,0.515686863640721
"6863",15,NA,25,101,1793,136,96,595,3053,0.428125871490484,0.41,0.322484044424343,0.476311488399058
"6864",15,74,23,154,892,171,52,464,2307,0.413976975750422,0.448148148148148,0.265526051294263,0.52512782154483
"6865",15,25,18,107,1064,100,179,264,2842,0.245929880836815,0.282420448617632,0.468396058590649,0.456134783005034
"6866",15,NA,24,124,522,538,230,234,2461,0.304483855620002,0.478060606060606,0.577477785372522,0.498296902820591
"6867",15,64,9,54,655,NA,431,537,2842,0.574700363493467,0.55752688172043,0.487569573283859,0.415720240914636
"6868",15,209,24,85,741,525,17,654,2333,0.482139809552761,0.397158857354344,0.335604893421348,0.543698800861056
"6869",15,210,21,126,1013,NA,71,602,2029,0.449565861926393,0.578573540280857,0.389017458308491,0.401892971255928
"6870",15,214,26,141,578,347,47,329,2416,0.289218296637651,0.491228180421729,0.451346274589164,0.507319145291341
"6871",15,122,40,126,1112,1003,80,261,2583,0.398303576159917,0.485361797578992,0.393022446386964,0.421674345241472
"6872",15,18,9,147,969,531,57,810,2870,0.512480889363088,0.413046844754162,0.385322276267082,0.451240211422902
"6873",15,133,14,140,930,459,325,503,2899,0.251851212589315,0.412865497076023,0.306342681690835,0.477224231591883
"6874",15,NA,9,87,1452,552,44,1023,2830,0.479248161828863,0.375218430141969,0.543532952230764,0.494998545923779
"6875",15,102,26,108,954,294,41,264,2043,0.392078843142673,0.79537037037037,0.490494202128069,0.34056124374032
"6876",15,291,42,111,852,NA,35,241,3318,0.485334605169641,0.482142376477218,0.706645227102701,0.454183954593341
"6877",15,NA,49,55,1007,NA,82,260,3306,0.39805244143253,0.484086021505376,0.440218254054167,0.374023029415553
"6878",15,NA,7,105,602,356,104,403,2492,0.278385112209366,0.507275132275132,0.357294981923999,0.408574433210924
"6879",15,NA,38,49,1174,532,44,643,3429,0.57098397077074,0.491792717086835,0.441144947094604,0.363245720905201
"6880",15,NA,24,101,801,945,381,1400,2392,0.405665283301083,0.400157093494292,0.449170451380978,0.407025495423089
"6881",15,116,15,128,976,NA,72,736,2911,0.553553791449599,0.370300756297583,0.362766326996373,0.422302900741218
"6882",15,55,34,126,1441,NA,221,582,2952,0.210533101989542,0.275873015873016,0.394351777771078,0.439903073558608
"6883",15,118,10,43,1015,NA,242,203,2286,0.364247663689784,0.426037385260019,0.56605792531942,0.417292988832086
"6884",15,38,40,118,1002,396,74,425,2996,0.600973573708418,0.501228878648234,0.389786678081124,0.28193463683265
"6885",15,92,16,101,451,NA,48,740,2648,0.626611935822462,0.335342448958987,0.515982485913829,0.344916927300904
"6886",15,206,5,84,1070,552,123,430,2503,0.391045010754973,0.373650793650794,0.395592246851836,0.475655268881501
"6887",15,62,9,77,467,NA,44,215,3386,0.528544849215718,0.551176470588235,0.452348307087438,0.328525144406591
"6888",15,49,27,83,653,NA,238,305,2354,0.412347876625308,0.334272300469484,0.547400609340908,0.507234814061734
"6889",15,306,15,64,632,477,24,298,2252,0.419407250716231,0.409754341264937,0.368446710800207,0.390643388330637
"6890",15,NA,17,121,895,486,244,365,3000,0.329497820892466,0.504995160334318,0.46783167662478,0.476518548852031
"6891",15,21,30,171,953,361,94,821,2691,0.355077452953092,0.627784423996385,0.468578636212504,0.398795074319746
"6892",15,NA,17,81,879,951,91,348,2640,0.433837928153718,0.523174603174603,0.534005283880562,0.434517949503697
"6893",15,NA,21,67,1170,162,244,469,2812,0.405713450292398,0.558571428571429,0.383951878333901,0.425525223246336
"6894",15,267,34,182,1217,106,213,570,3129,0.401079276965875,0.671825396825397,0.460050454975267,0.400547084073236
"6895",15,156,12,59,792,931,25,710,3092,0.35843954388031,0.376538908246225,0.452110443723524,0.445830032554224
"6896",15,NA,24,62,743,NA,192,290,2899,0.58952473058856,0.453555714968914,0.446250350827635,0.440356638264128
"6897",15,118,24,154,1296,NA,78,367,2733,0.57394436164928,0.405020146823425,0.407643803725979,0.494457255746372
"6898",15,NA,24,98,1051,NA,185,337,2751,0.552892856352212,0.380253968253968,0.414038508100837,0.380132093341763
"6899",15,NA,18,154,691,581,85,107,3348,0.438568748271712,0.233258879594864,0.187128974797249,0.569220684471957
"6900",15,361,18,111,1161,212,171,750,2749,0.577099834356215,0.571206349206349,0.435108225108225,0.528703079070757
"6901",15,262,18,76,516,NA,44,151,2440,0.398145506775901,0.58294845536781,0.472638311840311,0.502989826834962
"6902",15,144,22,103,1608,250,53,564,2908,0.65006068006068,0.418333333333333,0.559125559704057,0.351665363822342
"6903",15,29,11,191,1272,516,53,364,3135,0.232012987012987,0.348888888888889,0.46185741376804,0.336477860379672
"6904",15,NA,42,73,1003,NA,24,672,2459,0.300576437745345,0.462246619077739,0.536890530608446,0.445667559536059
"6905",15,381,26,107,1183,183,60,258,2144,0.484091323248892,0.542754923888527,0.391049041200744,0.501621183249714
"6906",15,45,31,151,1341,316,40,187,2259,0.351230445383369,0.496967320261438,0.432804739120529,0.441407792203196
"6907",15,98,4,110,824,701,76,398,2282,0.429538427095069,0.380663780663781,0.607798072227206,0.462166357211543
"6908",15,351,19,77,934,890,92,375,2301,0.323321877684918,0.439167182024325,0.461910970224198,0.366840659409832
"6909",15,228,37,94,1129,810,19,630,1963,0.592986453392201,0.26848137438224,0.473359974049503,0.447382347457201
"6910",15,36,32,165,1379,203,22,499,2214,0.294230440351593,0.557345995898954,0.500563635743219,0.461203625804303
"6911",15,176,9,94,581,798,92,480,2512,0.500870434009294,0.242713858911042,0.37147057130319,0.395698315798503
"6912",15,NA,7,71,849,NA,84,565,3359,0.298616448894593,0.374843729040912,0.554123622298748,0.435410936601052
"6913",15,128,19,76,752,NA,201,326,2916,0.566006389181928,0.402237668434852,0.570877146818323,0.380249011567704
